,index,date,sport,exercise,details,comments,distance_km,run_hours,run_minutes,run_seconds,run_total_seconds,details_fixed,reps_sum,weight,weights_lifted,muscle1,muscle2,description
0,1,2024-01-02,siłownia,wyciskanie na ławce płaskiej,80kg x3 x3 x3; 70kg x8 x8,,0.0,0.0,0.0,0.0,0.0,80kg 1x3 1x3 1x3,9,80.0,720.0,klatka,triceps,
1,1,2024-01-02,siłownia,wyciskanie na ławce płaskiej,80kg x3 x3 x3; 70kg x8 x8,,0.0,0.0,0.0,0.0,0.0, 70kg 1x8 1x8,16,70.0,1120.0,klatka,triceps,
2,1,2024-01-02,siłownia,podciąganie podchwytem,10kg x4 x4 x3 x3,,0.0,0.0,0.0,0.0,0.0,10kg 1x4 1x4 1x3 1x3,14,10.0,140.0,plecy,biceps,
3,1,2024-01-02,siłownia,martwy + ohp,30kg x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,30kg 1x8 1x8 1x8,24,30.0,720.0,barki,nogi,"martwy ciąg, podrzucenie sztangi i przejście do OHP"
4,1,2024-01-02,siłownia,modlitewnik sztanga,10kg x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,10kg 1x8 1x8 1x8,24,10.0,240.0,biceps,,
5,1,2024-01-02,siłownia,triceps wyciąg,x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8,24,0.0,0.0,triceps,,"wyciąg górny, dowolny uchwyt"
6,1,2024-01-02,siłownia,barki bokiem,9kg x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,9kg 1x8 1x8 1x8,24,9.0,216.0,barki,,
7,2,2024-01-03,bieganie,dystans,6,,6.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
8,2,2024-01-03,bieganie,czas,00:30:39,,0.0,0.0,30.0,39.0,1839.0,,0,0.0,0.0,bieganie,,
9,2,2024-01-03,bieganie,tempo,5'05,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
10,3,2024-01-07,bieganie,dystans,7,,7.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
11,3,2024-01-07,bieganie,czas,00:39:28,,0.0,0.0,39.0,28.0,2368.0,,0,0.0,0.0,bieganie,,
12,3,2024-01-07,bieganie,tempo,5'38,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
13,4,2024-01-08,kalistenika,podciąganie nachwytem,x5 x5 x5 x5,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5 1x5,20,0.0,0.0,plecy,,
14,4,2024-01-08,kalistenika,muscle up z guma,z najgrubszą gumą; x1 bokiem + x1 próba prost; x2 próby bokiem; x1 bokiem + x1 próba prosto; x1 próba prosto + x1 bokiem,,0.0,0.0,0.0,0.0,0.0,z najgrubszą gumą,0,0.0,0.0,plecy,triceps,
15,4,2024-01-08,kalistenika,muscle up z guma,z najgrubszą gumą; x1 bokiem + x1 próba prost; x2 próby bokiem; x1 bokiem + x1 próba prosto; x1 próba prosto + x1 bokiem,,0.0,0.0,0.0,0.0,0.0, 1x1 bokiem + 1x1 próba prost,2,0.0,0.0,plecy,triceps,
16,4,2024-01-08,kalistenika,muscle up z guma,z najgrubszą gumą; x1 bokiem + x1 próba prost; x2 próby bokiem; x1 bokiem + x1 próba prosto; x1 próba prosto + x1 bokiem,,0.0,0.0,0.0,0.0,0.0, 1x2 próby bokiem,2,0.0,0.0,plecy,triceps,
17,4,2024-01-08,kalistenika,muscle up z guma,z najgrubszą gumą; x1 bokiem + x1 próba prost; x2 próby bokiem; x1 bokiem + x1 próba prosto; x1 próba prosto + x1 bokiem,,0.0,0.0,0.0,0.0,0.0, 1x1 bokiem + 1x1 próba prosto,2,0.0,0.0,plecy,triceps,
18,4,2024-01-08,kalistenika,muscle up z guma,z najgrubszą gumą; x1 bokiem + x1 próba prost; x2 próby bokiem; x1 bokiem + x1 próba prosto; x1 próba prosto + x1 bokiem,,0.0,0.0,0.0,0.0,0.0, 1x1 próba prosto + 1x1 bokiem,2,0.0,0.0,plecy,triceps,
19,4,2024-01-08,kalistenika,dipy,x6 x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6 1x6,24,0.0,0.0,triceps,klatka,
20,4,2024-01-08,kalistenika,stanie na rękach,4x20s,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,barki,,na czas
21,4,2024-01-08,kalistenika,pompki,na uchytach; 4x10,,0.0,0.0,0.0,0.0,0.0,na uchytach,0,0.0,0.0,klatka,triceps,
22,4,2024-01-08,kalistenika,pompki,na uchytach; 4x10,,0.0,0.0,0.0,0.0,0.0, 4x10,40,0.0,0.0,klatka,triceps,
23,4,2024-01-08,kalistenika,podciąganie podchwytem,4x5,,0.0,0.0,0.0,0.0,0.0,4x5,20,0.0,0.0,plecy,biceps,
24,5,2024-01-09,bieganie,dystans,8,,8.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
25,5,2024-01-09,bieganie,czas,00:40:30,,0.0,0.0,40.0,30.0,2430.0,,0,0.0,0.0,bieganie,,
26,5,2024-01-09,bieganie,tempo,5'03,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
27,6,2024-02-11,siłownia,wyciskanie na ławce płaskiej,80kg x4 x4 x4; 70kg x8 x8,,0.0,0.0,0.0,0.0,0.0,80kg 1x4 1x4 1x4,12,80.0,960.0,klatka,triceps,
28,6,2024-02-11,siłownia,wyciskanie na ławce płaskiej,80kg x4 x4 x4; 70kg x8 x8,,0.0,0.0,0.0,0.0,0.0, 70kg 1x8 1x8,16,70.0,1120.0,klatka,triceps,
29,6,2024-02-11,siłownia,martwy ciąg,60kg x5 x5 x5 x5,s,0.0,0.0,0.0,0.0,0.0,60kg 1x5 1x5 1x5 1x5,20,60.0,1200.0,nogi,,
30,6,2024-02-11,siłownia,podciąganie nachwytem,x5 x5 x5 x5,s,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5 1x5,20,0.0,0.0,plecy,,
31,6,2024-02-11,siłownia,modlitewnik sztanga,12.5kg x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,12.5kg 1x8 1x8 1x8,24,12.5,300.0,biceps,,
32,6,2024-02-11,siłownia,wyciskanie hantli nad głowę,15kg x12 x12 x12,,0.0,0.0,0.0,0.0,0.0,15kg 1x12 1x12 1x12,36,15.0,540.0,barki,,
33,6,2024-02-11,siłownia,triceps wyciąg,x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8,24,0.0,0.0,triceps,,"wyciąg górny, dowolny uchwyt"
34,6,2024-02-11,siłownia,zwis,40s,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
35,7,2024-01-12,bieganie,dystans,8,,8.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
36,7,2024-01-12,bieganie,czas,00:39:43,,0.0,0.0,39.0,43.0,2383.0,,0,0.0,0.0,bieganie,,
37,7,2024-01-12,bieganie,tempo,4'58,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
38,8,2024-01-14,bieganie,dystans,6,,6.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
39,8,2024-01-14,bieganie,czas,00:30:26,,0.0,0.0,30.0,26.0,1826.0,,0,0.0,0.0,bieganie,,
40,8,2024-01-14,bieganie,tempo,5'04,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
41,9,2024-01-16,kalistenika,podciąganie nachwytem,x4 x4,,0.0,0.0,0.0,0.0,0.0,1x4 1x4,8,0.0,0.0,plecy,,
42,9,2024-01-16,kalistenika,muscle up z guma,z najgrubszą gumą; x2 próby bokiem; x1 bokiem + x1 próba bokiem; x2 próby bokiem; x2 próby bokiem,,0.0,0.0,0.0,0.0,0.0,z najgrubszą gumą,0,0.0,0.0,plecy,triceps,
43,9,2024-01-16,kalistenika,muscle up z guma,z najgrubszą gumą; x2 próby bokiem; x1 bokiem + x1 próba bokiem; x2 próby bokiem; x2 próby bokiem,,0.0,0.0,0.0,0.0,0.0, 1x2 próby bokiem,2,0.0,0.0,plecy,triceps,
44,9,2024-01-16,kalistenika,muscle up z guma,z najgrubszą gumą; x2 próby bokiem; x1 bokiem + x1 próba bokiem; x2 próby bokiem; x2 próby bokiem,,0.0,0.0,0.0,0.0,0.0, 1x1 bokiem + 1x1 próba bokiem,2,0.0,0.0,plecy,triceps,
45,9,2024-01-16,kalistenika,muscle up z guma,z najgrubszą gumą; x2 próby bokiem; x1 bokiem + x1 próba bokiem; x2 próby bokiem; x2 próby bokiem,,0.0,0.0,0.0,0.0,0.0, 1x2 próby bokiem,2,0.0,0.0,plecy,triceps,
46,9,2024-01-16,kalistenika,muscle up z guma,z najgrubszą gumą; x2 próby bokiem; x1 bokiem + x1 próba bokiem; x2 próby bokiem; x2 próby bokiem,,0.0,0.0,0.0,0.0,0.0, 1x2 próby bokiem,2,0.0,0.0,plecy,triceps,
47,9,2024-01-16,kalistenika,dipy,4x7,,0.0,0.0,0.0,0.0,0.0,4x7,28,0.0,0.0,triceps,klatka,
48,9,2024-01-16,kalistenika,podciąganie podchwytem,3x7,s1,0.0,0.0,0.0,0.0,0.0,3x7,21,0.0,0.0,plecy,biceps,
49,9,2024-01-16,kalistenika,pompki,3x11,s1,0.0,0.0,0.0,0.0,0.0,3x11,33,0.0,0.0,klatka,triceps,
50,9,2024-01-16,kalistenika,przysiady z wyskokiem,3x8,s1,0.0,0.0,0.0,0.0,0.0,3x8,24,0.0,0.0,nogi,,
51,9,2024-01-16,kalistenika,podciąganie nachwytem,3x4,s2,0.0,0.0,0.0,0.0,0.0,3x4,12,0.0,0.0,plecy,,
52,9,2024-01-16,kalistenika,pompki pike,3x7,s2,0.0,0.0,0.0,0.0,0.0,3x7,21,0.0,0.0,barki,,
53,9,2024-01-16,kalistenika,wykroki,3x14,s2,0.0,0.0,0.0,0.0,0.0,3x14,42,0.0,0.0,nogi,,
54,9,2024-01-16,kalistenika,wzniosy nóg,3x8,s3,0.0,0.0,0.0,0.0,0.0,3x8,24,0.0,0.0,brzuch,chwyt,
55,9,2024-01-16,kalistenika,diamenty,3x7,s3,0.0,0.0,0.0,0.0,0.0,3x7,21,0.0,0.0,triceps,klatka,
56,9,2024-01-16,kalistenika,hip trusty na ziemi,najcięższy worek 3x10,s3,0.0,0.0,0.0,0.0,0.0,najcięższy worek 3x10,30,0.0,0.0,dupa,,
57,9,2024-01-16,kalistenika,zwis,6x15/20,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
58,10,2024-01-18,bieganie,dystans,10,,10.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
59,10,2024-01-18,bieganie,tempo,5'15,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
60,10,2024-01-18,bieganie,czas,00:52:38,,0.0,0.0,52.0,38.0,3158.0,,0,0.0,0.0,bieganie,,
61,11,2024-01-20,kalistenika,podciąganie nachwytem kółka,x5 x5 x5 x5,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5 1x5,20,0.0,0.0,plecy,,
62,11,2024-01-20,kalistenika,dipy kólka,x3 x3 x3 x2,,0.0,0.0,0.0,0.0,0.0,1x3 1x3 1x3 1x2,11,0.0,0.0,triceps,klatka,
63,11,2024-01-20,kalistenika,podciąganie podchwytem,x4 x4 x4 x4,,0.0,0.0,0.0,0.0,0.0,1x4 1x4 1x4 1x4,16,0.0,0.0,plecy,biceps,
64,11,2024-01-20,kalistenika,pompki pike kólka,x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8 1x8,32,0.0,0.0,barki,,
65,11,2024-01-20,kalistenika,podciąganie australijskie nachwytem kółka,x7 x7 x7 x7,,0.0,0.0,0.0,0.0,0.0,1x7 1x7 1x7 1x7,28,0.0,0.0,plecy,,
66,11,2024-01-20,kalistenika,pompki kółka,x5 x5 x7,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x7,17,0.0,0.0,klatka,triceps,
67,11,2024-01-20,kalistenika,triceps guma,x12 x12 x12,,0.0,0.0,0.0,0.0,0.0,1x12 1x12 1x12,36,0.0,0.0,triceps,,jak wyciąg górny
68,11,2024-01-20,kalistenika,biceps guma,x12 x12 x12,,0.0,0.0,0.0,0.0,0.0,1x12 1x12 1x12,36,0.0,0.0,biceps,,uginanie bicepsu stojąc na gumie
69,11,2024-01-20,kalistenika,stanie na rękach,15s 15s 15s,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,barki,,na czas
70,11,2024-01-20,kalistenika,zwis,6x17/20,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
71,12,2024-01-23,bieganie,dystans,11,,11.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
72,12,2024-01-23,bieganie,tempo,5'10,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
73,12,2024-01-23,bieganie,czas,00:56:51,,0.0,0.0,56.0,51.0,3411.0,,0,0.0,0.0,bieganie,,
74,13,2024-01-24,siłownia,wyciskanie na ławce płaskiej,80kg x5 x4 x4; 70kg x9 x7,,0.0,0.0,0.0,0.0,0.0,80kg 1x5 1x4 1x4,13,80.0,1040.0,klatka,triceps,
75,13,2024-01-24,siłownia,wyciskanie na ławce płaskiej,80kg x5 x4 x4; 70kg x9 x7,,0.0,0.0,0.0,0.0,0.0, 70kg 1x9 1x7,16,70.0,1120.0,klatka,triceps,
76,13,2024-01-24,siłownia,modlitewnik sztanga,10kg x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,10kg 1x10 1x10 1x10 1x10,40,10.0,400.0,biceps,,
77,13,2024-01-24,siłownia,wyciąg górny do klatki,50kg x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,50kg 1x10 1x10 1x10 1x10,40,50.0,2000.0,plecy,,
78,13,2024-01-24,siłownia,wyciskanie francuskie 2 hantlami,10kg x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,10kg 1x10 1x10 1x10 1x10,40,10.0,400.0,triceps,,
79,13,2024-01-24,siłownia,wyciskanie hantli nad głowę,20kg x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,20kg 1x8 1x8 1x8 1x8,32,20.0,640.0,barki,,
80,13,2024-01-24,siłownia,wiosłowanie sztanga,40kg x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,40kg 1x8 1x8 1x8 1x8,32,40.0,1280.0,plecy,,
81,13,2024-01-24,siłownia,zwis,6x19/20,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
82,14,2024-01-25,bieganie,dystans,8,,8.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
83,14,2024-01-25,bieganie,tempo,4'52,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
84,14,2024-01-25,bieganie,czas,00:39:02,,0.0,0.0,39.0,2.0,2342.0,,0,0.0,0.0,bieganie,,
85,15,2024-01-26,kalistenika,podciąganie nachwytem,x5 x5 10kg x3 x2,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 10kg 1x3 1x2,15,10.0,150.0,plecy,,
86,15,2024-01-26,kalistenika,dipy,x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8 1x8,32,0.0,0.0,triceps,klatka,
87,15,2024-01-26,kalistenika,podciąganie podchwytem,x6 x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6 1x6,24,0.0,0.0,plecy,biceps,
88,15,2024-01-26,kalistenika,pompki pike na skrzyni,x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8 1x8,32,0.0,0.0,barki,,
89,15,2024-01-26,kalistenika,wzniosy nóg,x9 x9 x9,,0.0,0.0,0.0,0.0,0.0,1x9 1x9 1x9,27,0.0,0.0,brzuch,chwyt,
90,15,2024-01-26,kalistenika,pompki,x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10,30,0.0,0.0,klatka,triceps,
91,15,2024-01-26,kalistenika,hip trusty na ziemi,najciezszy worek 3x11,s,0.0,0.0,0.0,0.0,0.0,najciezszy worek 3x11,33,0.0,0.0,dupa,,
92,15,2024-01-26,kalistenika,diamenty,x5 x5 x5,s,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5,15,0.0,0.0,triceps,klatka,
93,15,2024-01-26,kalistenika,zwis,6x21/20,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
94,16,2024-01-30,bieganie,dystans,12,,12.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
95,16,2024-01-30,bieganie,tempo,4'55,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
96,16,2024-01-30,bieganie,czas,00:59:00,,0.0,0.0,59.0,0.0,3540.0,,0,0.0,0.0,bieganie,,
97,17,2024-01-31,siłownia,wyciskanie na ławce płaskiej,82.5kg x3 x3 x3; 72.5kg x7 x7,,0.0,0.0,0.0,0.0,0.0,82.5kg 1x3 1x3 1x3,9,82.5,742.5,klatka,triceps,
98,17,2024-01-31,siłownia,wyciskanie na ławce płaskiej,82.5kg x3 x3 x3; 72.5kg x7 x7,,0.0,0.0,0.0,0.0,0.0, 72.5kg 1x7 1x7,14,72.5,1015.0,klatka,triceps,
99,17,2024-01-31,siłownia,modlitewnik sztanga,10kg x12 x12 x12 x12,,0.0,0.0,0.0,0.0,0.0,10kg 1x12 1x12 1x12 1x12,48,10.0,480.0,biceps,,
100,17,2024-01-31,siłownia,wyciąg górny do klatki,55kg x10 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,55kg 1x10 1x8 1x8 1x8,34,55.0,1870.0,plecy,,
101,17,2024-01-31,siłownia,wyciskanie francuskie 2 hantlami,12.5kg x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,12.5kg 1x8 1x8 1x8 1x8,32,12.5,400.0,triceps,,
102,17,2024-01-31,siłownia,wyciskanie hantli nad głowę,20kg x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,20kg 1x10 1x10 1x10 1x10,40,20.0,800.0,barki,,
103,17,2024-01-31,siłownia,podciąganie podchwytem,x3,,0.0,0.0,0.0,0.0,0.0,1x3,3,0.0,0.0,plecy,biceps,
104,17,2024-01-31,siłownia,zwis,6x23/20,giga ciężko ,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
105,18,2024-02-01,bieganie,bieg spokojny,3km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
106,18,2024-02-01,bieganie,bieg w tempie,3km x 4'40-4'45,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
107,18,2024-02-01,bieganie,bieg spokojny,3min,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
108,18,2024-02-01,bieganie,bieg w tempie,3km x 4'40-4'45,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
109,18,2024-02-01,bieganie,bieg spokojny,2km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
110,18,2024-02-01,bieganie,dystans,11.53,,11.53,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
111,18,2024-02-01,bieganie,tempo,5'01,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
112,18,2024-02-01,bieganie,czas,00:57:50,,0.0,0.0,57.0,50.0,3470.0,,0,0.0,0.0,bieganie,,
113,19,2024-02-02,kalistenika,podciąganie nachwytem,x6 x6 10kg x3 x3; bez ciężaru x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 10kg 1x3 1x3,18,10.0,180.0,plecy,,
114,19,2024-02-02,kalistenika,podciąganie nachwytem,x6 x6 10kg x3 x3; bez ciężaru x6,,0.0,0.0,0.0,0.0,0.0, bez ciężaru 1x6,6,0.0,0.0,plecy,,
115,19,2024-02-02,kalistenika,dipy,x9 x9 x9,,0.0,0.0,0.0,0.0,0.0,1x9 1x9 1x9,27,0.0,0.0,triceps,klatka,
116,19,2024-02-02,kalistenika,podciąganie podchwytem,x7 x7 x5,,0.0,0.0,0.0,0.0,0.0,1x7 1x7 1x5,19,0.0,0.0,plecy,biceps,
117,19,2024-02-02,kalistenika,pompki,tempo 1411 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,tempo 1411 1x8 1x8 1x8,24,0.0,0.0,klatka,triceps,
118,19,2024-02-02,kalistenika,podciąganie australijskie nachwytem,x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8,24,0.0,0.0,plecy,,
119,19,2024-02-02,kalistenika,stanie na rękach,3x22s,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,barki,,na czas
120,19,2024-02-02,kalistenika,hip trusty na ziemi,20kg x12 x12 x12,,0.0,0.0,0.0,0.0,0.0,20kg 1x12 1x12 1x12,36,20.0,720.0,dupa,,
121,19,2024-02-02,kalistenika,diamenty,x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6,18,0.0,0.0,triceps,klatka,
122,19,2024-02-02,kalistenika,zwis,6×25/20,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
123,20,2024-02-06,siłownia,wyciskanie na ławce płaskiej,82.5kg x4 x4 x3; 72.5kg x8 x8,,0.0,0.0,0.0,0.0,0.0,82.5kg 1x4 1x4 1x3,11,82.5,907.5,klatka,triceps,
124,20,2024-02-06,siłownia,wyciskanie na ławce płaskiej,82.5kg x4 x4 x3; 72.5kg x8 x8,,0.0,0.0,0.0,0.0,0.0, 72.5kg 1x8 1x8,16,72.5,1160.0,klatka,triceps,
125,20,2024-02-06,siłownia,modlitewnik sztanga,11.25kg x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,11.25kg 1x8 1x8 1x8 1x8,32,11.25,360.0,biceps,,
126,20,2024-02-06,siłownia,wyciąg górny do klatki,55kg x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,55kg 1x10 1x10 1x10 1x10,40,55.0,2200.0,plecy,,
127,20,2024-02-06,siłownia,triceps wyciąg,4 duże płytki x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,4 duże płytki 1x8 1x8 1x8 1x8,32,0.0,0.0,triceps,,"wyciąg górny, dowolny uchwyt"
128,20,2024-02-06,siłownia,wyciskanie hantli nad głowę,20kg x12 x12 x12 x8,,0.0,0.0,0.0,0.0,0.0,20kg 1x12 1x12 1x12 1x8,44,20.0,880.0,barki,,
129,20,2024-02-06,siłownia,podciąganie podchwytem,x4 x4 x4,,0.0,0.0,0.0,0.0,0.0,1x4 1x4 1x4,12,0.0,0.0,plecy,biceps,
130,20,2024-02-06,siłownia,zwis,4x27/25s 2x15s,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
131,21,2024-02-07,bieganie,bieg spokojny,8km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
132,21,2024-02-07,bieganie,sprint,100m x8,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,do notowania z przerwami
