,index,date,sport,exercise,details,comments,distance_km,run_hours,run_minutes,run_seconds,run_total_seconds,details_fixed,reps_sum,weight,weights_lifted,muscle1,muscle2,description
133,21,2024-02-07,bieganie,dystans,9.61,,9.61,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
134,21,2024-02-07,bieganie,tempo,4'59,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
135,21,2024-02-07,bieganie,czas,00:47:57,,0.0,0.0,47.0,57.0,2877.0,,0,0.0,0.0,bieganie,,
136,22,2024-02-09,bieganie,bieg spokojny,3km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
137,22,2024-02-09,bieganie,bieg w tempie,90s tempo około 4:15. x10,s,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
138,22,2024-02-09,bieganie,bieg regeneracja,60s. x10,s,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
139,22,2024-02-09,bieganie,bieg spokojny,2km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
140,22,2024-02-09,bieganie,dystans,10.37,,10.37,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
141,22,2024-02-09,bieganie,tempo,4'53,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
142,22,2024-02-09,bieganie,czas,00:50:34,,0.0,0.0,50.0,34.0,3034.0,,0,0.0,0.0,bieganie,,
143,23,2024-02-10,kalistenika,podciąganie nachwytem kółka,x7 x7 x7 x5,,0.0,0.0,0.0,0.0,0.0,1x7 1x7 1x7 1x5,26,0.0,0.0,plecy,,
144,23,2024-02-10,kalistenika,dipy kólka,x4 x4 x4 x4,,0.0,0.0,0.0,0.0,0.0,1x4 1x4 1x4 1x4,16,0.0,0.0,triceps,klatka,
145,23,2024-02-10,kalistenika,podciąganie australijskie nachwytem kółka,x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8 1x8,32,0.0,0.0,plecy,,
146,23,2024-02-10,kalistenika,pompki kółka,x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10,30,0.0,0.0,klatka,triceps,
147,23,2024-02-10,kalistenika,zwis,6x27/25,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
148,24,2024-02-12,bieganie,bieg z narastającym tempem,12 km od 5:30 do 4:40,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
149,24,2024-02-12,bieganie,sprint,8x100m; 100m spacerem,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,do notowania z przerwami
150,24,2024-02-12,bieganie,dystans,13.6,,13.6,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
151,24,2024-02-12,bieganie,tempo,5'14,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
152,24,2024-02-12,bieganie,czas,01:11:05,,0.0,1.0,11.0,5.0,4265.0,,0,0.0,0.0,bieganie,,
153,25,2024-02-13,siłownia,wyciskanie na ławce płaskiej,82.5kg x5 x4 x3; 72.5kg x8 x8,,0.0,0.0,0.0,0.0,0.0,82.5kg 1x5 1x4 1x3,12,82.5,990.0,klatka,triceps,
154,25,2024-02-13,siłownia,wyciskanie na ławce płaskiej,82.5kg x5 x4 x3; 72.5kg x8 x8,,0.0,0.0,0.0,0.0,0.0, 72.5kg 1x8 1x8,16,72.5,1160.0,klatka,triceps,
155,25,2024-02-13,siłownia,wyciąg górny do klatki,61kg x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,61kg 1x8 1x8 1x8 1x8,32,61.0,1952.0,plecy,,
156,25,2024-02-13,siłownia,modlitewnik sztanga,11.25kg x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,11.25kg 1x10 1x10 1x10 1x10,40,11.25,450.0,biceps,,
157,25,2024-02-13,siłownia,wyciskanie hantli nad głowę,20kg x6 x8 x8 x8,łokcie do przodu i od razu trudniej,0.0,0.0,0.0,0.0,0.0,20kg 1x6 1x8 1x8 1x8,30,20.0,600.0,barki,,
158,25,2024-02-13,siłownia,triceps wyciąg,40kg x10 ;47.5kg x9 x8 x8,,0.0,0.0,0.0,0.0,0.0,40kg 1x10 ,10,40.0,400.0,triceps,,"wyciąg górny, dowolny uchwyt"
159,25,2024-02-13,siłownia,triceps wyciąg,40kg x10 ;47.5kg x9 x8 x8,,0.0,0.0,0.0,0.0,0.0,47.5kg 1x9 1x8 1x8,25,47.5,1187.5,triceps,,"wyciąg górny, dowolny uchwyt"
160,25,2024-02-13,siłownia,podciąganie podchwytem,x4 x4,,0.0,0.0,0.0,0.0,0.0,1x4 1x4,8,0.0,0.0,plecy,biceps,
161,25,2024-02-13,siłownia,zwis,3x29/25; 3x19/35,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
162,26,2024-02-14,bieganie,bieg spokojny,3km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
163,26,2024-02-14,bieganie,bieg w tempie,1km tempo 4:30 - 4:40. x7,s,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
164,26,2024-02-14,bieganie,bieg regeneracja,3min. x7,s,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
165,26,2024-02-14,bieganie,bieg spokojny,2km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
166,26,2024-02-14,bieganie,dystans,15.09,,15.09,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
167,26,2024-02-14,bieganie,tempo,5'07,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
168,26,2024-02-14,bieganie,czas,01:17:17,,0.0,1.0,17.0,17.0,4637.0,,0,0.0,0.0,bieganie,,
169,27,2024-02-16,kalistenika,podciąganie nachwytem,x7 x7; 10kg x4 x4; bez ciężaru x7,,0.0,0.0,0.0,0.0,0.0,1x7 1x7,14,0.0,0.0,plecy,,
170,27,2024-02-16,kalistenika,podciąganie nachwytem,x7 x7; 10kg x4 x4; bez ciężaru x7,,0.0,0.0,0.0,0.0,0.0, 10kg 1x4 1x4,8,10.0,80.0,plecy,,
171,27,2024-02-16,kalistenika,podciąganie nachwytem,x7 x7; 10kg x4 x4; bez ciężaru x7,,0.0,0.0,0.0,0.0,0.0, bez ciężaru 1x7,7,0.0,0.0,plecy,,
172,27,2024-02-16,kalistenika,dipy,x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10,30,0.0,0.0,triceps,klatka,
173,27,2024-02-16,kalistenika,"przysiady na jednej nodze, negatywy",x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10,30,0.0,0.0,nogi,,
174,27,2024-02-16,kalistenika,podciąganie podchwytem,x8 x8 x7,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x7,23,0.0,0.0,plecy,biceps,
175,27,2024-02-16,kalistenika,pompki,tempo 1421 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,tempo 1421 1x10 1x10 1x10,30,0.0,0.0,klatka,triceps,
176,27,2024-02-16,kalistenika,podciąganie australijskie nachwytem,x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8,24,0.0,0.0,plecy,,
177,27,2024-02-16,kalistenika,stanie na rękach,3x25s,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,barki,,na czas
178,27,2024-02-16,kalistenika,hip trusty jedna noga, x5 x5 x5,,0.0,0.0,0.0,0.0,0.0, 1x5 1x5 1x5,15,0.0,0.0,dupa,,
179,27,2024-02-16,kalistenika,diamenty,x7 x7 x7,,0.0,0.0,0.0,0.0,0.0,1x7 1x7 1x7,21,0.0,0.0,triceps,klatka,
180,27,2024-02-16,kalistenika,zwis,5x29/25 1x19,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
181,28,2024-02-17,bieganie,bieg z narastającym tempem,18km od 5:15 do 4:45,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
182,28,2024-02-17,bieganie,dystans,18,,18.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
183,28,2024-02-17,bieganie,tempo,5'07,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
184,28,2024-02-17,bieganie,czas,01:32:07,,0.0,1.0,32.0,7.0,5527.0,,0,0.0,0.0,bieganie,,
185,29,2024-02-19,bieganie,bieg spokojny,8km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
186,29,2024-02-19,bieganie,sprint,8x100m; 100m spacerem,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,do notowania z przerwami
187,29,2024-02-19,bieganie,dystans,9.53,,9.53,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
188,29,2024-02-19,bieganie,tempo,5'11,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
189,29,2024-02-19,bieganie,czas,00:49:24,,0.0,0.0,49.0,24.0,2964.0,,0,0.0,0.0,bieganie,,
190,30,2024-02-20,kalistenika,podciąganie nachwytem,x8 x8; 10kg x4 x4; bez ciężaru x8,te +10 takie naciągnę ,0.0,0.0,0.0,0.0,0.0,1x8 1x8,16,0.0,0.0,plecy,,
191,30,2024-02-20,kalistenika,podciąganie nachwytem,x8 x8; 10kg x4 x4; bez ciężaru x8,te +10 takie naciągnę ,0.0,0.0,0.0,0.0,0.0, 10kg 1x4 1x4,8,10.0,80.0,plecy,,
192,30,2024-02-20,kalistenika,podciąganie nachwytem,x8 x8; 10kg x4 x4; bez ciężaru x8,te +10 takie naciągnę ,0.0,0.0,0.0,0.0,0.0, bez ciężaru 1x8,8,0.0,0.0,plecy,,
193,30,2024-02-20,kalistenika,dipy,x11 x11 x11,,0.0,0.0,0.0,0.0,0.0,1x11 1x11 1x11,33,0.0,0.0,triceps,klatka,
194,30,2024-02-20,kalistenika,podciąganie podchwytem,x7 x7 x6,,0.0,0.0,0.0,0.0,0.0,1x7 1x7 1x6,20,0.0,0.0,plecy,biceps,
195,30,2024-02-20,kalistenika,"przysiady na jednej nodze, negatywy",x12 x12 x12,,0.0,0.0,0.0,0.0,0.0,1x12 1x12 1x12,36,0.0,0.0,nogi,,
196,30,2024-02-20,kalistenika,pompki,tempo 1421 x11 x11,,0.0,0.0,0.0,0.0,0.0,tempo 1421 1x11 1x11,22,0.0,0.0,klatka,triceps,
197,30,2024-02-20,kalistenika,podciąganie australijskie nachwytem,x11 x11 x10,,0.0,0.0,0.0,0.0,0.0,1x11 1x11 1x10,32,0.0,0.0,plecy,,
198,30,2024-02-20,kalistenika,pompki pike,x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8,24,0.0,0.0,barki,,
199,30,2024-02-20,kalistenika,hip trusty jedna noga,x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6,18,0.0,0.0,dupa,,
200,30,2024-02-20,kalistenika,diamenty,x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8,24,0.0,0.0,triceps,klatka,
201,30,2024-02-20,kalistenika,zwis,6x29/25,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
202,31,2024-02-21,bieganie,bieg spokojny,3km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
203,31,2024-02-21,bieganie,bieg w tempie,4km 4'40-4'45,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
204,31,2024-02-21,bieganie,bieg regeneracja,3min,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
205,31,2024-02-21,bieganie,bieg w tempie,4km 4'40-4'45,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
206,31,2024-02-21,bieganie,bieg spokojny,2km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
207,31,2024-02-21,bieganie,dystans,13.55,,13.55,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
208,31,2024-02-21,bieganie,tempo,4'54,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
209,31,2024-02-21,bieganie,czas,01:06:25,,0.0,1.0,6.0,25.0,3985.0,,0,0.0,0.0,bieganie,,
210,32,2024-02-23,siłownia,wyciskanie na ławce płaskiej,85kg x3 x3 x3; 75kg x8 x8,,0.0,0.0,0.0,0.0,0.0,85kg 1x3 1x3 1x3,9,85.0,765.0,klatka,triceps,
211,32,2024-02-23,siłownia,wyciskanie na ławce płaskiej,85kg x3 x3 x3; 75kg x8 x8,,0.0,0.0,0.0,0.0,0.0, 75kg 1x8 1x8,16,75.0,1200.0,klatka,triceps,
212,32,2024-02-23,siłownia,martwy + ohp,40kg x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,40kg 1x6 1x6 1x6,18,40.0,720.0,barki,nogi,"martwy ciąg, podrzucenie sztangi i przejście do OHP"
213,32,2024-02-23,siłownia,wyciąg górny do klatki,65kg x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,65kg 1x8 1x8 1x8,24,65.0,1560.0,plecy,,
214,32,2024-02-23,siłownia,modlitewnik sztanga,11.25 x12 x12 x12,,0.0,0.0,0.0,0.0,0.0,11.25 1x12 1x12 1x12,36,0.0,0.0,biceps,,
215,32,2024-02-23,siłownia,barki bokiem,9kg x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,9kg 1x10 1x10 1x10,30,9.0,270.0,barki,,
216,32,2024-02-23,siłownia,triceps wyciąg,5 dużych płytek x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,5 dużych płytek 1x8 1x8 1x8,24,0.0,0.0,triceps,,"wyciąg górny, dowolny uchwyt"
217,32,2024-02-23,siłownia,podciąganie podchwytem,x4 x4,,0.0,0.0,0.0,0.0,0.0,1x4 1x4,8,0.0,0.0,plecy,biceps,
218,32,2024-02-23,siłownia,zwis,6x30/25,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
219,33,2024-02-24,bieganie,bieg spokojny,20,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
220,33,2024-02-24,bieganie,dystans,20,,20.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
221,33,2024-02-24,bieganie,tempo,4'55,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
222,33,2024-02-24,bieganie,czas,01:38:14,,0.0,1.0,38.0,14.0,5894.0,,0,0.0,0.0,bieganie,,
223,34,2024-03-01,rowerstacjonrany,dystans,20km,,0.0,0.0,0.0,0.0,0.0,20km,0,0.0,0.0,bieganie,,
224,34,2024-03-01,rowerstacjonrany,czas,00:43:28,,0.0,0.0,0.0,0.0,0.0,00:43:28,0,0.0,0.0,bieganie,,
225,34,2024-03-01,spacernabieżniznachyleniem,dystans,1km,,0.0,0.0,0.0,0.0,0.0,1km,0,0.0,0.0,bieganie,,
226,35,2024-03-05,rowerstacjonarny,dystans,20km,,0.0,0.0,0.0,0.0,0.0,20km,0,0.0,0.0,bieganie,,
227,35,2024-03-05,rowerstacjonarny,czas,00:40:00,,0.0,0.0,0.0,0.0,0.0,00:40:00,0,0.0,0.0,bieganie,,
228,35,2024-03-05,rowerstacjonarny,spacer po bieżni,1km,,0.0,0.0,0.0,0.0,0.0,1km,0,0.0,0.0,bieganie,,
229,35,2024-03-05,kalistenika,"przysiady na jednej nodze, negatywy",x12 x12 x12,,0.0,0.0,0.0,0.0,0.0,1x12 1x12 1x12,36,0.0,0.0,nogi,,
230,35,2024-03-05,kalistenika,przysiady z wyskokiem,x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10,30,0.0,0.0,nogi,,
231,35,2024-03-05,kalistenika,hip trusty jedna noga,x5 x5 x5,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5,15,0.0,0.0,dupa,,
232,36,2024-03-07,bieganie,dystans,10km,,10.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
233,36,2024-03-07,bieganie,tempo,4'45,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
234,36,2024-03-07,bieganie,czas,00:47:32,,0.0,0.0,47.0,32.0,2852.0,,0,0.0,0.0,bieganie,,
235,37,2024-03-09,bieganie,dystans,16km,,16.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
236,37,2024-03-09,bieganie,tempo,4'44,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
237,37,2024-03-09,bieganie,czas,01:15:46,,0.0,1.0,15.0,46.0,4546.0,,0,0.0,0.0,bieganie,,
238,38,2024-03-11,bieganie,bieg spokojny,8km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
239,38,2024-03-11,bieganie,sprint,8x100m; 100m spacerem,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,do notowania z przerwami
240,38,2024-03-11,bieganie,dystans,9.51,,9.51,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
241,38,2024-03-11,bieganie,tempo,4'52,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
242,38,2024-03-11,bieganie,czas,00:46:14,,0.0,0.0,46.0,14.0,2774.0,,0,0.0,0.0,bieganie,,
243,39,2024-03-14,bieganie,bieg spokojny,3km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
244,39,2024-03-14,bieganie,bieg w tempie,4km 4'40,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
245,39,2024-03-14,bieganie,bieg regeneracja,2min,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
246,39,2024-03-14,bieganie,bieg w tempie,4km 4'40,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
247,39,2024-03-14,bieganie,bieg regeneracja,2min,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
248,39,2024-03-14,bieganie,bieg w tempie,4km 4'40,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
249,39,2024-03-14,bieganie,bieg spokojny,2km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
250,39,2024-03-14,bieganie,dystans,16.72,,16.72,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
251,39,2024-03-14,bieganie,tempo,4'51,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
252,39,2024-03-14,bieganie,czas,01:21:10,,0.0,1.0,21.0,10.0,4870.0,,0,0.0,0.0,bieganie,,
253,40,2024-03-18,bieganie,bieg spokojny,3km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
254,40,2024-03-18,bieganie,bieg w tempie,1km 4'40,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
255,40,2024-03-18,bieganie,bieg regeneracja,2min,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
256,40,2024-03-18,bieganie,bieg w tempie,1km 4'40,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
257,40,2024-03-18,bieganie,bieg regeneracja,2min,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
258,40,2024-03-18,bieganie,bieg w tempie,1km 4'40,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
259,40,2024-03-18,bieganie,bieg regeneracja,2min,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
260,40,2024-03-18,bieganie,bieg w tempie,1km 4'40,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
261,40,2024-03-18,bieganie,bieg spokojny,1km,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
262,40,2024-03-18,bieganie,dystans,9.06,,9.06,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
263,40,2024-03-18,bieganie,tempo,4'57,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
264,40,2024-03-18,bieganie,czas,00:44:54,,0.0,0.0,44.0,54.0,2694.0,,0,0.0,0.0,bieganie,,
265,41,2024-03-19,kaistenika,pompki,3x10,,0.0,0.0,0.0,0.0,0.0,3x10,30,0.0,0.0,klatka,triceps,
266,41,2024-03-19,kaistenika,biceps guma,Z 3x10,,0.0,0.0,0.0,0.0,0.0,Z 3x10,30,0.0,0.0,biceps,,uginanie bicepsu stojąc na gumie
267,41,2024-03-19,kaistenika,triceps guma,Z 3x10,,0.0,0.0,0.0,0.0,0.0,Z 3x10,30,0.0,0.0,triceps,,jak wyciąg górny
268,41,2024-03-19,kaistenika,barki guma,N 3x10,,0.0,0.0,0.0,0.0,0.0,N 3x10,30,0.0,0.0,barki,,wyciskanie nad głowę stojąc na gumie
269,41,2024-03-19,kaistenika,wiosłowanie guma,N 3x10,,0.0,0.0,0.0,0.0,0.0,N 3x10,30,0.0,0.0,plecy,,
270,42,2024-03-20,bieganie,dystans,10km,,10.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
271,42,2024-03-20,bieganie,tempo,4'32,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
272,42,2024-03-20,bieganie,czas,00:45:26,,0.0,0.0,45.0,26.0,2726.0,,0,0.0,0.0,bieganie,,
273,43,2024-03-24,bieganie,dystans,21.095km,,21.095,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
274,43,2024-03-24,bieganie,tempo,4'44,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
275,43,2024-03-24,bieganie,czas,01:39:57,,0.0,1.0,39.0,57.0,5997.0,,0,0.0,0.0,bieganie,,
276,44,2024-03-27,kalistenika,podciąganie nachwytem,x5 x5 x5 x5,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5 1x5,20,0.0,0.0,plecy,,
277,44,2024-03-27,kalistenika,pompki,x12 x12 x12 x12,,0.0,0.0,0.0,0.0,0.0,1x12 1x12 1x12 1x12,48,0.0,0.0,klatka,triceps,
278,44,2024-03-27,kalistenika,przysiady,x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10 1x10,40,0.0,0.0,nogi,,
279,44,2024-03-27,kalistenika,podciąganie podchwytem,x5 x5 x5 x3,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5 1x3,18,0.0,0.0,plecy,biceps,
280,44,2024-03-27,kalistenika,diamenty,x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,1x8 1x8 1x8 1x8,32,0.0,0.0,triceps,klatka,
281,44,2024-03-27,kalistenika,hip trusty na ziemi,15kg x10; 20kg x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,15kg 1x10,10,15.0,150.0,dupa,,
282,44,2024-03-27,kalistenika,hip trusty na ziemi,15kg x10; 20kg x10 x10 x10,,0.0,0.0,0.0,0.0,0.0, 20kg 1x10 1x10 1x10,30,20.0,600.0,dupa,,
283,44,2024-03-27,kalistenika,wzniosy nóg,x5 x5 x5 x5,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5 1x5,20,0.0,0.0,brzuch,chwyt,
